bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	efc_shell03	efc_shell04	efc_shell05	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fber_shell03	fber_shell04	fber_shell05	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	snr_cc_shell2_best	snr_cc_shell2_worst	snr_cc_shell3_best	snr_cc_shell3_worst	snr_cc_shell4_best	snr_cc_shell4_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-001_ses-20302034_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4062	0.1659	0.1516	0.0002	0.3427	0.4431	0.442	0.4611	0.4755	0.0	0.0	13160.4619	4468.5278	3833.7471	1263.2994	741.5989	32.4677	275	98.21428571428571	0.5982	56.3389	14.7301	0.3301	3.34	3.38	3.38	2.23	1.42	1.71	1.51	0.94	0.98	34.54	203.04	188.1	227.43	1763.5771	1.4826	9.4493	1.0	1506214.0	0.0	33.0	61.4107	14.6543	94.8865	292.2906	214.0	373682.0	80.0	799.0	246.3661	40.1278	51.8911	196.1817	185.0	126961.0	66.0	328.0	99.7622
sub-001_ses-20303030_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4006	0.2025	0.1991	0.0124	0.3393	0.4358	0.4342	0.4495	0.461	0.0	0.0	16376.9336	5935.084	4801.9849	1611.9551	815.6772	34.6747	279	99.64285714285714	0.3363	52.6324	15.0299	0.3301	3.99	3.95	3.95	2.68	1.83	2.06	1.87	1.25	1.16	30.7	172.52	164.77	191.4	294.5857	1.4826	8.812	1.0	1520798.0	0.0	34.0	35.7347	15.1565	94.8865	309.4975	226.0	359098.0	87.0	845.0	264.7662	38.273	53.3737	207.8949	197.0	121138.0	87.0	337.0	99.7407
sub-001_ses-20401030_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4158	0.2013	0.1771	0.0029	0.3395	0.434	0.4286	0.4474	0.4614	0.0	0.0	15961.0576	6448.7295	6872.0791	1973.3704	1012.348	32.8996	279	99.64285714285714	0.3952	54.8563	14.4365	0.3301	3.28	3.3	3.3	2.25	1.47	1.73	1.49	1.1	0.97	34.22	180.79	222.45	228.92	650.3106	1.4826	8.3336	1.0	1511556.0	0.0	32.0	40.7299	12.7405	102.2996	297.9443	217.0	368340.0	72.0	835.0	258.8425	26.1857	59.3041	196.0779	189.0	128673.0	59.0	330.0	97.333
sub-001_ses-20401034_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4414	0.174	0.1502	0.0002	0.3384	0.4342	0.4321	0.4511	0.4657	0.0	0.0	19554.8105	7159.6729	6554.5337	2006.7186	1069.7565	28.7746	267	95.35714285714286	0.534	45.9607	13.9799	0.3301	3.94	4.0	4.0	2.7	1.85	2.01	1.8	1.17	1.19	36.17	190.63	233.82	249.41	869.7027	1.4826	8.2519	1.0	1509834.0	0.0	31.0	43.8707	10.8966	94.8865	292.4448	210.0	370062.0	75.0	835.0	252.9156	27.1928	50.4085	185.5629	180.0	124350.0	65.0	299.0	83.8199
sub-001_ses-20402060_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3265	0.0639	0.0277	0.001	0.3487	0.4959	0.5244	0.5888	0.624	0.0	0.0	997.6641	312.1545	195.5552	62.589	32.6731	12.4593	278	99.28571428571429	0.504	25.2042	14.9095	1.3206	4.61	4.66	4.66	3.19	1.86	2.67	1.56	1.52	1.23	37.57	205.54	198.23	242.78	1046.7346	5.9304	19.3816	7.0	1488687.0	2.0	64.0	89.3176	9.5585	128.9864	322.0117	218.0	365805.0	70.0	970.0	307.5785	33.1763	56.3389	160.8244	155.0	118684.0	53.0	278.0	78.8915
sub-001_ses-20501030_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4438	0.1414	0.1418	0.0021	0.3387	0.4417	0.4392	0.4611	0.4784	0.0	0.0	13995.1172	4822.5044	4280.856	1330.5248	710.1853	25.0956	279	99.64285714285714	0.5677	60.0454	15.186	0.3301	3.1	3.12	3.12	2.28	1.42	1.59	1.35	0.85	0.89	35.61	201.09	195.69	234.87	1490.4143	1.4826	9.4929	1.0	1508909.0	0.0	33.0	61.3815	13.2051	93.4039	297.5294	215.0	370987.0	81.0	828.0	252.8673	39.9591	51.8911	193.5118	183.0	131869.0	55.0	325.0	101.4414
sub-001_ses-20501034_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4138	0.1816	0.1587	0.0069	0.3405	0.4348	0.4308	0.4494	0.463	0.0	0.0	16910.4219	7141.8105	6895.0513	2108.9548	1131.9821	37.5962	279	99.64285714285714	0.5356	63.7519	13.9363	0.3301	3.23	3.24	3.24	2.09	1.41	1.56	1.29	0.97	0.89	36.28	203.29	216.35	238.34	1161.478	1.4826	8.7227	1.0	1513938.0	0.0	33.0	49.6836	10.3151	90.4387	291.5497	211.0	365958.0	77.0	817.0	246.4439	29.5585	48.9259	193.0035	185.0	127837.0	64.0	316.0	93.1536
sub-001_ses-20502060_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2059	0.0544	0.0131	0.0007	0.3557	0.4922	0.5185	0.5737	0.6154	0.0	0.0	976.4443	334.583	210.3417	62.8518	35.2283	9.8101	279	99.64285714285714	0.4664	31.1346	14.7423	1.3206	3.83	3.78	3.78	2.76	1.75	2.16	1.44	1.04	1.11	36.73	213.97	225.5	228.7	768.9284	5.9304	19.642	7.0	1485161.0	2.0	66.0	68.14	11.4578	137.882	327.7647	222.0	369331.0	67.0	991.0	324.4344	28.7705	65.2345	165.0051	155.0	123650.0	51.0	301.0	89.6407
sub-001_ses-20601034_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4531	0.1922	0.1742	0.0007	0.3384	0.4304	0.4266	0.4432	0.4553	0.0	0.0	22256.9492	7921.1572	7830.7998	2255.3137	1201.7275	34.0732	268	95.71428571428571	0.6062	56.3389	13.7038	0.3301	3.27	3.29	3.29	2.36	1.5	1.69	1.44	1.07	1.02	34.29	187.26	214.69	229.74	981.6299	1.4826	7.8944	1.0	1511659.0	0.0	30.0	42.3055	11.9112	96.3691	292.4011	212.0	368237.0	78.0	816.0	251.4885	30.8881	54.8563	195.319	185.0	122613.0	78.0	325.0	94.0683
sub-001_ses-20601060_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2569	0.0343	0.0236	0.0014	0.3541	0.4927	0.5198	0.5898	0.6408	0.0	0.0	987.4785	321.1531	204.7656	65.807	33.3399	4.0277	277	98.92857142857143	0.6066	34.0999	15.0082	1.6508	3.86	3.84	3.84	2.63	1.68	2.15	1.36	1.53	0.86	36.81	201.6	194.57	234.4	1096.3041	5.9304	19.1552	7.0	1484679.0	2.0	61.0	86.2588	10.9723	128.9864	323.8832	224.0	369813.0	68.0	961.0	307.5711	44.6238	59.3041	172.3961	163.0	122019.0	52.0	312.0	90.7776
sub-001_ses-20602030_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3727	0.1904	0.1815	0.0054	0.3389	0.4353	0.4256	0.4463	0.4593	0.0	0.0	17906.6016	7096.8579	7761.9614	2138.5154	1103.6663	35.3999	279	99.64285714285714	0.4806	56.3389	14.1052	0.3301	3.41	3.38	3.38	2.55	1.58	1.8	1.56	1.16	1.06	34.93	189.23	204.15	225.45	1413.6406	1.4826	8.7067	1.0	1513974.0	0.0	34.0	46.153	11.5045	93.4039	295.5835	212.0	365922.0	80.0	830.0	255.0977	36.2148	51.8911	195.3524	186.0	133353.0	63.0	327.0	99.2563
sub-001_ses-20701034_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3964	0.1761	0.1587	0.0081	0.3378	0.4326	0.4328	0.4493	0.4576	0.0	0.0	18352.1074	6508.3877	4962.9351	1637.3666	899.3616	35.5093	279	99.64285714285714	0.3938	51.1498	14.3668	0.3301	4.12	4.14	4.14	2.87	1.74	1.86	1.66	1.23	1.14	30.14	176.41	162.24	194.54	269.6179	1.4826	8.135	1.0	1520197.0	0.0	32.0	33.0733	15.4247	96.3691	310.4422	225.0	359699.0	92.0	842.0	265.986	36.7308	50.4085	208.9224	195.0	115140.0	107.0	336.0	96.8751
sub-001_ses-20702030_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4068	0.183	0.1661	0.011	0.34	0.4361	0.4371	0.4529	0.4614	0.0	0.0	16852.0352	6051.0132	4519.1011	1540.5232	833.004	35.4131	279	99.64285714285714	0.4369	40.0303	14.7873	0.3301	5.1	5.14	5.14	3.57	2.36	2.45	2.17	1.61	1.43	30.45	171.97	170.39	194.54	276.4043	1.4826	8.6214	1.0	1517593.0	0.0	34.0	33.3796	15.8388	96.3691	311.2126	228.0	362303.0	89.0	843.0	266.0606	34.3295	53.3737	211.5043	199.0	123144.0	93.0	347.0	102.5542
sub-001_ses-20702060_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1864	0.0313	0.0129	0.001	0.3728	0.5082	0.5321	0.5892	0.6314	0.0	0.0	962.2138	302.2123	190.6154	57.5441	30.3466	8.1671	279	99.64285714285714	0.3452	25.2042	14.9669	1.6508	5.01	4.96	4.96	3.51	2.21	2.62	1.86	1.28	1.3	35.17	190.07	199.07	209.94	250.3987	5.9304	19.628	7.0	1481367.0	2.0	64.0	57.0427	12.5892	126.0212	323.4164	228.0	373125.0	76.0	944.0	302.7107	34.7621	57.8215	176.3596	166.0	117414.0	73.0	305.0	84.2227
sub-001_ses-20801030_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4463	0.1971	0.1668	0.0224	0.3314	0.4325	0.4312	0.4502	0.4643	0.0	0.0	15636.7588	5349.1553	4530.439	1453.8723	764.7119	33.4482	279	99.64285714285714	0.5835	63.7519	13.943	0.3301	2.77	2.77	2.77	1.98	1.53	1.41	1.16	0.89	0.78	33.23	209.69	185.85	218.01	1488.5716	1.4826	9.4359	1.0	1511564.0	0.0	32.0	67.4729	16.7796	102.2996	287.0602	208.0	368332.0	78.0	777.0	251.6443	38.8834	57.8215	191.8485	175.0	128937.0	62.0	345.0	106.8356
sub-001_ses-20802034_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4264	0.1798	0.1535	0.0004	0.3369	0.4335	0.4284	0.4486	0.4618	0.0	0.0	20390.9336	7403.5693	7646.3906	2087.7998	1116.4314	28.8684	278	99.28571428571429	0.5244	56.3389	14.1085	0.3301	3.47	3.5	3.5	2.5	1.6	1.8	1.59	1.12	1.03	37.03	204.97	217.46	249.91	998.7551	1.4826	8.8615	1.0	1513402.0	0.0	33.0	52.0164	9.8832	94.8865	301.8902	214.0	366494.0	82.0	860.0	259.088	36.9182	48.9259	194.7112	185.0	131371.0	72.0	318.0	97.0173
sub-001_ses-20802060_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.0951	0.0117	0.0106	0.002	0.3605	0.4905	0.5141	0.5703	0.6138	0.0	0.0	1081.8022	379.6279	239.9719	73.3655	38.094	6.1111	279	99.64285714285714	0.4076	29.652	14.8171	1.3206	4.46	4.5	4.5	3.25	1.98	2.41	1.73	1.1	1.14	36.25	201.32	213.69	227.7	766.5196	5.9304	18.4268	7.0	1487793.0	2.0	58.0	68.6168	10.9985	130.469	327.0791	229.0	366699.0	74.0	952.0	303.346	22.4326	62.2693	173.5909	166.0	118608.0	57.0	303.0	84.6919
sub-001_ses-20902030_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4095	0.2067	0.197	0.0002	0.3401	0.4344	0.4295	0.4462	0.4584	0.0	0.0	18976.5508	7283.3491	7415.0815	2213.5178	1157.5214	36.8026	277	98.92857142857143	0.5913	75.6127	14.1333	0.3301	2.74	2.73	2.73	1.95	1.15	1.39	1.2	0.87	0.79	34.4	195.13	195.27	224.78	818.5549	1.4826	8.8296	1.0	1513532.0	0.0	33.0	47.2289	11.4878	96.3691	300.3516	217.0	366364.0	83.0	826.0	254.8478	35.1929	53.3737	199.5523	190.0	130923.0	66.0	331.0	98.0788
sub-001_ses-20902060_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2277	0.0574	0.0409	0.0033	0.355	0.4919	0.5178	0.5772	0.6166	0.0	0.0	1042.2821	323.3336	199.0258	60.5771	32.2337	8.8446	278	99.28571428571429	0.5084	37.0651	14.8157	1.6508	3.49	3.51	3.51	2.38	1.78	1.67	1.39	1.0	0.88	36.6	209.75	185.29	231.72	1123.4314	4.4478	18.6641	6.0	1486798.0	2.0	62.0	82.737	10.4298	127.5038	321.8485	220.0	367694.0	70.0	955.0	303.1774	42.3033	56.3389	169.3843	159.0	123436.0	55.0	307.0	87.9749
sub-001_ses-20903034_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4072	0.1802	0.1757	0.0082	0.3402	0.4352	0.4366	0.4521	0.4591	0.0	0.0	16165.3701	6210.9688	4535.3218	1528.7533	847.6252	35.6785	279	99.64285714285714	0.4769	47.4433	14.6199	0.3301	4.43	4.41	4.41	3.01	2.05	1.99	1.93	1.28	1.29	30.92	177.24	172.36	203.13	312.884	1.4826	8.364	1.0	1516907.0	0.0	33.0	33.4316	15.4278	96.3691	312.1531	227.0	362989.0	89.0	853.0	268.1171	39.0655	51.8911	211.1776	198.0	119986.0	104.0	340.0	99.2076
sub-001_ses-21001030_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4407	0.1581	0.1465	0.0046	0.3349	0.436	0.4353	0.4521	0.4688	0.0	0.0	15540.2783	5601.6025	4628.1577	1558.1917	795.2091	29.4235	279	99.64285714285714	0.5448	57.8215	13.789	0.3301	3.07	3.12	3.12	2.14	1.6	1.54	1.33	0.92	0.86	33.2	201.37	177.98	219.0	1665.7423	1.4826	9.216	1.0	1510885.0	0.0	32.0	65.9498	15.7983	91.9213	283.5739	206.0	369011.0	76.0	772.0	242.8851	46.8253	51.8911	191.8075	178.0	131736.0	62.0	332.0	105.3253
sub-001_ses-21001060_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.0558	0.0319	0.0309	0.004	0.3557	0.4893	0.5144	0.5688	0.6148	0.0	0.0	1036.6755	366.2819	228.9692	67.574	36.2488	5.574	279	99.64285714285714	0.5381	31.1346	14.776	1.6508	4.09	4.09	4.09	2.87	1.94	2.09	1.63	0.99	1.06	37.15	208.63	240.4	231.05	672.7075	5.9304	18.9433	7.0	1487762.0	2.0	60.0	70.2984	11.5815	134.9168	333.8445	227.0	366730.0	70.0	1000.0	323.6277	33.6154	63.7519	176.8315	166.0	124372.0	63.0	314.0	93.5741
sub-001_ses-21002034_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4133	0.1811	0.1643	0.0107	0.3383	0.4321	0.4327	0.4483	0.4565	0.0	0.0	18226.9395	6501.4468	4845.1274	1635.6111	895.4855	34.4265	279	99.64285714285714	0.5474	50.4085	14.7431	0.3301	4.38	4.35	4.35	3.11	1.8	1.75	1.76	1.15	1.22	30.21	170.86	163.64	197.02	316.3701	1.4826	8.7807	1.0	1523469.0	0.0	35.0	35.3968	14.7411	97.8517	319.034	232.0	356427.0	92.0	868.0	271.6409	43.5096	51.8911	215.1023	202.0	117151.0	108.0	343.0	98.0154
sub-001_ses-21101034_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.412	0.1723	0.1531	0.0004	0.3391	0.4432	0.4437	0.4599	0.4757	0.0	0.0	12553.1094	4288.1685	3355.8333	1214.9249	648.1647	36.9424	274	97.85714285714286	0.5878	63.7519	14.4608	0.3301	2.89	2.87	2.87	2.09	1.23	1.3	1.27	0.81	0.82	35.09	212.74	186.98	234.21	1751.8682	2.9652	9.7614	2.0	1504607.0	0.0	34.0	69.0703	13.7666	94.8865	289.8518	211.0	375289.0	83.0	798.0	246.7947	49.0611	53.3737	193.2367	182.0	127555.0	76.0	322.0	96.3016
sub-001_ses-21101060_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2182	0.0444	0.0112	0.0005	0.3564	0.4937	0.5187	0.5747	0.6146	0.0	0.0	986.2824	346.8099	216.8202	65.4001	36.054	9.1942	279	99.64285714285714	0.4852	35.5825	14.6431	1.6508	3.54	3.54	3.54	2.31	1.48	1.81	1.3	0.87	0.97	37.28	205.82	244.62	238.75	691.8632	5.9304	18.8422	7.0	1483560.0	2.0	61.0	71.507	11.4261	131.9516	324.0218	219.0	370932.0	63.0	983.0	319.2588	25.5444	65.2345	168.8153	159.0	129629.0	49.0	309.0	92.7197
sub-001_ses-21102030_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4149	0.1739	0.1553	0.0007	0.3402	0.4332	0.4312	0.446	0.4553	0.0	0.0	18853.8652	7467.9121	6343.5596	2149.6816	1157.1805	35.2169	278	99.28571428571429	0.5337	63.7519	14.2229	0.3301	3.0	2.98	2.98	2.18	1.39	1.44	1.39	0.88	0.9	34.9	191.48	200.26	231.4	1196.3703	1.4826	8.2252	1.0	1514326.0	0.0	31.0	44.5149	10.7918	93.4039	293.7959	213.0	365570.0	83.0	814.0	246.4584	33.6592	51.8911	196.0058	185.0	132449.0	67.0	330.0	98.1156
sub-001_ses-21201030_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4505	0.1852	0.1568	0.0005	0.3386	0.431	0.4283	0.4447	0.4567	0.0	0.0	19110.6191	7324.6211	6768.3892	2154.7002	1125.1514	33.7849	265	94.64285714285714	0.5165	63.7519	14.1191	0.3301	3.05	3.02	3.02	2.07	1.31	1.51	1.23	0.95	0.86	34.18	192.32	213.02	223.46	796.4793	1.4826	8.1522	1.0	1514071.0	0.0	31.0	41.7288	11.9073	100.817	299.3094	219.0	365825.0	79.0	830.0	255.5507	25.2118	59.3041	199.0959	190.0	127512.0	61.0	338.0	99.6895
sub-001_ses-21202034_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4088	0.1846	0.1633	0.0086	0.3402	0.4347	0.4303	0.448	0.4613	0.0	0.0	18889.0742	7505.9404	7528.8159	2230.9485	1168.8408	37.1017	279	99.64285714285714	0.532	60.7867	14.0618	0.3301	3.25	3.26	3.26	2.2	1.51	1.67	1.47	1.03	0.92	36.0	195.69	218.85	240.16	980.081	1.4826	8.7388	1.0	1510843.0	0.0	33.0	47.784	10.9043	93.4039	298.1215	215.0	369053.0	76.0	840.0	255.572	34.0745	50.4085	195.3371	188.0	128556.0	59.0	318.0	95.3563
sub-001_ses-21202060_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2466	0.0463	0.0155	0.0011	0.3612	0.5026	0.5284	0.589	0.6307	0.0	0.0	942.6469	293.8099	178.0018	52.9231	28.5992	9.295	279	99.64285714285714	0.3188	31.1346	14.6086	1.6508	3.92	3.99	3.99	2.71	1.72	1.96	1.54	1.08	1.04	34.97	209.47	201.04	214.63	230.5223	5.9304	19.7481	7.0	1483943.0	2.0	65.0	58.9608	13.0701	130.469	326.1865	220.0	370549.0	70.0	994.0	327.4143	30.9445	60.7867	170.8931	160.0	122053.0	64.0	308.0	88.0382
sub-001_ses-21301030_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4133	0.1714	0.1675	0.0025	0.3378	0.433	0.4292	0.4484	0.4612	0.0	0.0	19725.0859	7359.6201	6596.542	1960.0972	1017.0477	30.2644	279	99.64285714285714	0.5475	48.9259	14.0598	0.3301	3.91	3.84	3.84	2.64	1.64	2.06	1.72	1.18	1.19	34.37	195.41	214.96	229.25	1021.9757	1.4826	8.4843	1.0	1514407.0	0.0	32.0	46.5645	12.3178	100.817	299.5798	219.0	365489.0	82.0	825.0	255.1353	27.222	56.3389	196.8947	188.0	124594.0	70.0	329.0	94.3416
sub-001_ses-excl027_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3015	0.0928	0.106	0.0048	0.3946	0.4978	0.5168	0.571	0.6197	0.0	0.0	1127.8007	349.8886	220.675	66.621	30.9066	7.8388	279	99.64285714285714	0.5936	44.4781	15.9285	1.6508	3.71	3.55	3.55	2.36	1.47	1.98	1.15	0.89	0.81	34.03	201.88	212.85	187.82	190.7671	8.8956	29.0661	10.0	1491318.0	2.0	110.0	79.3782	9.583	179.3949	413.6618	313.0	363174.0	99.0	1109.0	341.4182	9.1247	85.9909	224.7699	224.0	105307.0	81.0	371.0	93.5795
sub-001_ses-excl029_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4134	0.2566	0.282	0.0064	0.3846	0.4857	0.4915	0.5464	0.598	0.0	0.0	1247.6123	433.1072	332.1653	105.5277	48.7681	10.0897	277	98.92857142857143	0.4675	32.6172	15.7245	1.6508	5.01	5.04	5.04	3.18	3.07	2.74	2.56	2.02	1.65	34.57	184.73	184.45	186.65	777.4282	8.8956	26.7	9.0	1492195.0	2.0	99.0	103.0208	9.1693	170.4993	391.8685	304.0	362297.0	98.0	1035.0	314.2074	8.8952	81.5431	216.1773	214.0	104809.0	83.0	353.0	87.4161
sub-001_ses-pilot001_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2868	0.1209	0.1308	0.0029	0.4002	0.4651	0.4684	0.4955	0.5114	0.0	0.0	6475.0796	2190.2109	1659.1421	521.1103	271.4634	11.2395	140	95.23809523809524	0.5626	37.0651	15.8391	1.6508	5.85	5.92	5.92	4.02	2.64	3.0	2.12	1.6	1.64	59.48	316.95	298.53	388.07	146.2511	4.4478	12.6269	3.0	1486730.0	0.0	57.0	34.2335	6.1504	85.9909	295.4323	240.0	346446.0	100.0	690.0	185.855	22.0106	44.4781	215.2646	209.0	137890.0	112.0	329.0	81.2791
sub-001_ses-pilot001_acq-lowres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2881	0.1438	0.1372	0.0055	0.3999	0.4366	0.437	0.4505	0.4692	0.0	0.0	19614.5781	7943.6909	5832.8447	1973.3079	757.5906	12.4422	138	93.87755102040816	0.8684	35.5825	9.3928	0.9905	6.62	6.63	6.63	4.58	2.94	3.48	2.15	2.24	1.19	51.01	236.48	243.76	342.97	126.9741	2.9652	13.1366	2.0	821492.0	0.0	66.0	39.5945	6.1169	97.8517	324.8565	275.0	186508.0	111.0	699.0	186.4417	26.8344	48.9259	248.2829	239.0	60787.0	124.0	375.0	104.2071
sub-001_ses-pilot002_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3227	0.1137	0.1218	0.0017	0.4027	0.4611	0.4643	0.4864	0.5041	0.0	0.0	7575.6636	2715.9924	2016.9131	682.8375	332.9595	12.8144	138	93.87755102040816	0.7592	37.0651	15.9511	1.6508	6.48	6.41	6.41	4.17	2.75	2.91	2.33	1.81	1.77	57.75	310.99	275.23	368.92	139.945	4.4478	13.2601	3.0	1489545.0	0.0	60.0	38.5711	7.1365	87.4735	302.7878	251.0	343631.0	114.0	682.0	182.8134	26.6212	47.4433	228.4488	220.0	136409.0	120.0	351.0	89.7606
sub-001_ses-pilot002_acq-lowres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.323	0.1516	0.1542	0.0027	0.4073	0.4397	0.4405	0.4518	0.4696	0.0	0.0	19873.4707	7964.1196	5654.562	2093.6301	809.3011	12.66	138	93.87755102040816	0.8875	34.0999	9.5264	0.9905	6.94	6.97	6.97	5.15	2.65	3.78	2.04	2.69	1.24	49.91	245.38	244.57	342.97	95.0767	2.9652	14.5936	2.0	821597.0	0.0	77.0	41.9758	6.5905	96.3691	326.9933	279.0	186403.0	114.0	696.0	184.9561	30.923	45.9607	251.8357	245.0	57549.0	152.0	366.0	91.855
sub-001_ses-pilot004_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 1950.0, 2000.0, 2950.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.255	0.1516	0.1615	0.009	0.4022	0.4483	0.4521	0.4713	0.4845	0.0	0.0	17058.3418	5767.397	4183.2451	1499.9337	795.937	10.893	138	93.87755102040816	0.4238	56.3389	18.1021	0.3301	4.73	4.61	4.61	2.82	1.79	2.03	1.56	1.63	1.15	53.09	277.96	255.46	339.88	121.6279	2.9652	12.0604	2.0	1505625.0	0.0	56.0	31.4532	6.6282	90.4387	313.5095	268.0	348867.0	109.0	674.0	177.1643	17.7678	56.3389	248.9021	239.0	162575.0	103.0	393.0	101.4225
